PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27421841","Patient Mutations of the Intellectual Disability Gene KDM5C Downregulate Netrin G2 and Suppress Neurite Growth in Neuro2a Cells","Wei G, Deng X, Agarwal S, Iwase S, Disteche C, Xu J.","J Mol Neurosci. 2016 Sep;60(1):33-45. doi: 10.1007/s12031-016-0770-3. Epub 2016 Jul 16.","Wei G","J Mol Neurosci","2016","2016/07/17","PMC5412133","NIHMS803838","10.1007/s12031-016-0770-3"
"33476302","A GRM7 mutation associated with developmental delay reduces mGlu7 expression and produces neurological phenotypes","Fisher NM, AlHashim A, Buch AB, Badivuku H, Samman MM, Weiss KM, Cestero GI, Does MD, Rook JM, Lindsley CW, Conn PJ, Gogliotti RG, Niswender CM.","JCI Insight. 2021 Feb 22;6(4):e143324. doi: 10.1172/jci.insight.143324.","Fisher NM","JCI Insight","2021","2021/01/21","PMC7934925","","10.1172/jci.insight.143324"
"34210538","New subtype of PCH1C caused by novel EXOSC8 variants in a 16-year-old Spanish patient","Rodríguez-García ME, Cotrina-Vinagre FJ, Bellusci M, Merino-López A, Chumilla-Calzada S, García-Silva MT, Martínez-Azorín F.","Neuromuscul Disord. 2021 Aug;31(8):773-782. doi: 10.1016/j.nmd.2021.05.008. Epub 2021 May 28.","Rodríguez-García ME","Neuromuscul Disord","2021","2021/07/02","","","10.1016/j.nmd.2021.05.008"
"34766239","Ameliorating Effect of Umbilical Cord Mesenchymal Stem Cells in a Human Induced Pluripotent Stem Cell Model of Dravet Syndrome","Zhao H, Li S, He L, Tang F, Han X, Deng W, Lin Z, Huang R, Li Z.","Mol Neurobiol. 2021 Nov 11. doi: 10.1007/s12035-021-02633-1. Online ahead of print.","Zhao H","Mol Neurobiol","2021","2021/11/12","","","10.1007/s12035-021-02633-1"
"26817790","A Cross-Disorder Method to Identify Novel Candidate Genes for Developmental Brain Disorders","Gonzalez-Mantilla AJ, Moreno-De-Luca A, Ledbetter DH, Martin CL.","JAMA Psychiatry. 2016 Mar;73(3):275-83. doi: 10.1001/jamapsychiatry.2015.2692.","Gonzalez-Mantilla AJ","JAMA Psychiatry","2016","2016/01/29","PMC5333489","NIHMS844066","10.1001/jamapsychiatry.2015.2692"
"26703369","Variants Within TSC2 Exons 25 and 31 Are Very Unlikely to Cause Clinically Diagnosable Tuberous Sclerosis","Ekong R, Nellist M, Hoogeveen-Westerveld M, Wentink M, Panzer J, Sparagana S, Emmett W, Dawson NL, Malinge MC, Nabbout R, Carbonara C, Barberis M, Padovan S, Futema M, Plagnol V, Humphries SE, Migone N, Povey S.","Hum Mutat. 2016 Apr;37(4):364-70. doi: 10.1002/humu.22951. Epub 2016 Jan 12.","Ekong R","Hum Mutat","2016","2015/12/26","PMC4843954","","10.1002/humu.22951"
"26996948","Pathogenic Variants in PIGG Cause Intellectual Disability with Seizures and Hypotonia","Makrythanasis P, Kato M, Zaki MS, Saitsu H, Nakamura K, Santoni FA, Miyatake S, Nakashima M, Issa MY, Guipponi M, Letourneau A, Logan CV, Roberts N, Parry DA, Johnson CA, Matsumoto N, Hamamy H, Sheridan E, Kinoshita T, Antonarakis SE, Murakami Y.","Am J Hum Genet. 2016 Apr 7;98(4):615-26. doi: 10.1016/j.ajhg.2016.02.007. Epub 2016 Mar 17.","Makrythanasis P","Am J Hum Genet","2016","2016/03/22","PMC4833197","","10.1016/j.ajhg.2016.02.007"
"26412604","QTc prolongation in patients with hearing loss: Electrocardiographic and genetic study","Sanecka A, Biernacka EK, Szperl M, Sosna M, Mueller-Malesińska M, Kozicka U, Baranowski R, Kosiec A, Łazarczyk H, Skarżyński H, Hoffman P, Bieganowska K, Piotrowicz R.","Cardiol J. 2016;23(1):34-41. doi: 10.5603/CJ.a2015.0062. Epub 2015 Sep 28.","Sanecka A","Cardiol J","2016","2015/09/29","","","10.5603/CJ.a2015.0062"
"26101947","Theta-gamma phase-phase coupling during working memory maintenance in the human hippocampus","Chaieb L, Leszczynski M, Axmacher N, Höhne M, Elger CE, Fell J.","Cogn Neurosci. 2015;6(4):149-57. doi: 10.1080/17588928.2015.1058254. Epub 2015 Jun 23.","Chaieb L","Cogn Neurosci","2015","2015/06/24","","","10.1080/17588928.2015.1058254"
"25439728","Mutations in SNX14 cause a distinctive autosomal-recessive cerebellar ataxia and intellectual disability syndrome","Thomas AC, Williams H, Setó-Salvia N, Bacchelli C, Jenkins D, O'Sullivan M, Mengrelis K, Ishida M, Ocaka L, Chanudet E, James C, Lescai F, Anderson G, Morrogh D, Ryten M, Duncan AJ, Pai YJ, Saraiva JM, Ramos F, Farren B, Saunders D, Vernay B, Gissen P, Straatmaan-Iwanowska A, Baas F, Wood NW, Hersheson J, Houlden H, Hurst J, Scott R, Bitner-Glindzicz M, Moore GE, Sousa SB, Stanier P.","Am J Hum Genet. 2014 Nov 6;95(5):611-21. doi: 10.1016/j.ajhg.2014.10.007. Epub 2014 Nov 6.","Thomas AC","Am J Hum Genet","2014","2014/12/03","PMC4225633","","10.1016/j.ajhg.2014.10.007"
"24430185","Changes in neural network homeostasis trigger neuropsychiatric symptoms","Winkelmann A, Maggio N, Eller J, Caliskan G, Semtner M, Häussler U, Jüttner R, Dugladze T, Smolinsky B, Kowalczyk S, Chronowska E, Schwarz G, Rathjen FG, Rechavi G, Haas CA, Kulik A, Gloveli T, Heinemann U, Meier JC.","J Clin Invest. 2014 Feb;124(2):696-711. doi: 10.1172/JCI71472. Epub 2014 Jan 16.","Winkelmann A","J Clin Invest","2014","2014/01/17","PMC3904623","","10.1172/JCI71472"
"31359954","Clinico-Investigative Profile of Hereditary Spastic Paraplegia in Children","Kamate M, Detroja M.","Ann Indian Acad Neurol. 2019 Jul-Sep;22(3):341-344. doi: 10.4103/aian.AIAN_527_18.","Kamate M","Ann Indian Acad Neurol","2019","2019/07/31","PMC6613430","","10.4103/aian.AIAN_527_18"
"19587282","A triplet repeat expansion genetic mouse model of infantile spasms syndrome, Arx(GCG)10+7, with interneuronopathy, spasms in infancy, persistent seizures, and adult cognitive and behavioral impairment","Price MG, Yoo JW, Burgess DL, Deng F, Hrachovy RA, Frost JD Jr, Noebels JL.","J Neurosci. 2009 Jul 8;29(27):8752-63. doi: 10.1523/JNEUROSCI.0915-09.2009.","Price MG","J Neurosci","2009","2009/07/10","PMC2782569","NIHMS133699","10.1523/JNEUROSCI.0915-09.2009"
"33058759","Germline and Mosaic Variants in PRKACA and PRKACB Cause a Multiple Congenital Malformation Syndrome","Palencia-Campos A, Aoto PC, Machal EMF, Rivera-Barahona A, Soto-Bielicka P, Bertinetti D, Baker B, Vu L, Piceci-Sparascio F, Torrente I, Boudin E, Peeters S, Van Hul W, Huber C, Bonneau D, Hildebrand MS, Coleman M, Bahlo M, Bennett MF, Schneider AL, Scheffer IE, Kibæk M, Kristiansen BS, Issa MY, Mehrez MI, Ismail S, Tenorio J, Li G, Skålhegg BS, Otaify GA, Temtamy S, Aglan M, Jønch AE, De Luca A, Mortier G, Cormier-Daire V, Ziegler A, Wallis M, Lapunzina P, Herberg FW, Taylor SS, Ruiz-Perez VL.","Am J Hum Genet. 2020 Nov 5;107(5):977-988. doi: 10.1016/j.ajhg.2020.09.005. Epub 2020 Oct 14.","Palencia-Campos A","Am J Hum Genet","2020","2020/10/15","PMC7675002","","10.1016/j.ajhg.2020.09.005"
"30268027","Distinctive tics suppression network in Gilles de la Tourette syndrome distinguished from suppression of natural urges using multimodal imaging","van der Salm SMA, van der Meer JN, Cath DC, Groot PFC, van der Werf YD, Brouwers E, de Wit SJ, Coppens JC, Nederveen AJ, van Rootselaar AF, Tijssen MAJ.","Neuroimage Clin. 2018;20:783-792. doi: 10.1016/j.nicl.2018.09.014. Epub 2018 Sep 19.","van der Salm SMA","Neuroimage Clin","2018","2018/09/30","PMC6169325","","10.1016/j.nicl.2018.09.014"
"27797809","Timing and significance of pathological features in C9orf72 expansion-associated frontotemporal dementia","Vatsavayai SC, Yoon SJ, Gardner RC, Gendron TF, Vargas JN, Trujillo A, Pribadi M, Phillips JJ, Gaus SE, Hixson JD, Garcia PA, Rabinovici GD, Coppola G, Geschwind DH, Petrucelli L, Miller BL, Seeley WW.","Brain. 2016 Dec;139(Pt 12):3202-3216. doi: 10.1093/brain/aww250. Epub 2016 Oct 22.","Vatsavayai SC","Brain","2016","2016/11/01","PMC5790143","","10.1093/brain/aww250"
"34676447","Involvement of cortico-efferent tracts in flail arm syndrome: a tract-of-interest-based DTI study","Rosenbohm A, Del Tredici K, Braak H, Huppertz HJ, Ludolph AC, Müller HP, Kassubek J.","J Neurol. 2021 Oct 21. doi: 10.1007/s00415-021-10854-6. Online ahead of print.","Rosenbohm A","J Neurol","2021","2021/10/22","","","10.1007/s00415-021-10854-6"
"20534576","The KCNQ5 potassium channel mediates a component of the afterhyperpolarization current in mouse hippocampus","Tzingounis AV, Heidenreich M, Kharkovets T, Spitzmaul G, Jensen HS, Nicoll RA, Jentsch TJ.","Proc Natl Acad Sci U S A. 2010 Jun 1;107(22):10232-7. doi: 10.1073/pnas.1004644107. Epub 2010 May 13.","Tzingounis AV","Proc Natl Acad Sci U S A","2010","2010/06/11","PMC2890451","","10.1073/pnas.1004644107"
"25315662","Neurodevelopmental and neurobehavioral characteristics in males and females with CDKL5 duplications","Szafranski P, Golla S, Jin W, Fang P, Hixson P, Matalon R, Kinney D, Bock HG, Craigen W, Smith JL, Bi W, Patel A, Wai Cheung S, Bacino CA, Stankiewicz P.","Eur J Hum Genet. 2015 Jul;23(7):915-21. doi: 10.1038/ejhg.2014.217. Epub 2014 Oct 15.","Szafranski P","Eur J Hum Genet","2015","2014/10/16","PMC4463505","","10.1038/ejhg.2014.217"
"26446148","Expanding the spectrum of congenital anomalies of the diencephalic-mesencephalic junction","Severino M, Tortora D, Pistorio A, Ramenghi LA, Napoli F, Mancardi MM, Striano P, Capra V, Rossi A.","Neuroradiology. 2016 Jan;58(1):33-44. doi: 10.1007/s00234-015-1601-x. Epub 2015 Oct 7.","Severino M","Neuroradiology","2016","2015/10/09","","","10.1007/s00234-015-1601-x"
"33449381","Impaired Pre-Motor Circuit Activity and Movement in a Drosophila Model of KCNMA1-Linked Dyskinesia","Kratschmer P, Lowe SA, Buhl E, Chen KF, Kullmann DM, Pittman A, Hodge JJL, Jepson JEC.","Mov Disord. 2021 May;36(5):1158-1169. doi: 10.1002/mds.28479. Epub 2021 Jan 15.","Kratschmer P","Mov Disord","2021","2021/01/15","PMC8248399","","10.1002/mds.28479"
"25483312","No evidence for human papillomavirus infection in focal cortical dysplasia IIb","Coras R, Korn K, Bien CG, Kalbhenn T, Rössler K, Kobow K, Giedl J, Fleckenstein B, Blumcke I.","Ann Neurol. 2015 Feb;77(2):312-9. doi: 10.1002/ana.24328. Epub 2014 Dec 24.","Coras R","Ann Neurol","2015","2014/12/09","","","10.1002/ana.24328"
"32421397","Perceptions and attitudes toward risk and personal responsibility in the context of medical fitness to drive","Ryan M, Walshe J, Booth R, O'Neill DJ.","Traffic Inj Prev. 2020;21(6):365-370. doi: 10.1080/15389588.2020.1766684. Epub 2020 May 18.","Ryan M","Traffic Inj Prev","2020","2020/05/19","","","10.1080/15389588.2020.1766684"
"34529042","Translating genetic and functional data into clinical practice: a series of 223 families with myotonia","Suetterlin K, Matthews E, Sud R, McCall S, Fialho D, Burge J, Jayaseelan D, Haworth A, Sweeney MG, Kullmann DM, Schorge S, Hanna MG, Männikkö R.","Brain. 2021 Sep 16:awab344. doi: 10.1093/brain/awab344. Online ahead of print.","Suetterlin K","Brain","2021","2021/09/16","","","10.1093/brain/awab344"
"30467464","Multiple Critical Periods for Rapamycin Treatment to Correct Structural Defects in Tsc-1-Suppressed Brain","Cox RL, Calderon de Anda F, Mangoubi T, Yoshii A.","Front Mol Neurosci. 2018 Nov 8;11:409. doi: 10.3389/fnmol.2018.00409. eCollection 2018.","Cox RL","Front Mol Neurosci","2018","2018/11/24","PMC6237075","","10.3389/fnmol.2018.00409"
"31935742","Frameless Deep Brain Stimulation Surgery: A Single-Center Experience and Retrospective Analysis of Placement Accuracy of 220 Electrodes in a Series of 110 Patients","Eleopra R, Rinaldo S, Devigili G, Mondani M, D'Auria S, Lettieri C, Ius T, Skrap M.","Stereotact Funct Neurosurg. 2019;97(5-6):337-346. doi: 10.1159/000503335. Epub 2020 Jan 14.","Eleopra R","Stereotact Funct Neurosurg","2019","2020/01/15","","","10.1159/000503335"
"21670392","Aicardi-Goutières syndrome and systemic lupus erythematosus (SLE) in a 12-year-old boy with SAMHD1 mutations","Ramantani G, Häusler M, Niggemann P, Wessling B, Guttmann H, Mull M, Tenbrock K, Lee-Kirsch MA.","J Child Neurol. 2011 Nov;26(11):1425-8. doi: 10.1177/0883073811408310. Epub 2011 Jun 13.","Ramantani G","J Child Neurol","2011","2011/06/15","","","10.1177/0883073811408310"
"24380676","Changes in the GRIP 1&2 scaffolding proteins in the cerebellum of the ataxic stargazer mouse","Trotman M, Barad Z, Guévremont D, Williams J, Leitch B.","Brain Res. 2014 Feb 10;1546:53-62. doi: 10.1016/j.brainres.2013.12.027. Epub 2013 Dec 28.","Trotman M","Brain Res","2014","2014/01/02","","","10.1016/j.brainres.2013.12.027"
"32985120","Progranulin and TMEM106B: when two become wan","Clayton EL, Isaacs AM.","EMBO Rep. 2020 Oct 5;21(10):e51668. doi: 10.15252/embr.202051668. Epub 2020 Sep 28.","Clayton EL","EMBO Rep","2020","2020/09/28","PMC7534635","","10.15252/embr.202051668"
"32293671","Novel congenital disorder of O-linked glycosylation caused by GALNT2 loss of function","Zilmer M, Edmondson AC, Khetarpal SA, Alesi V, Zaki MS, Rostasy K, Madsen CG, Lepri FR, Sinibaldi L, Cusmai R, Novelli A, Issa MY, Fenger CD, Abou Jamra R, Reutter H, Briuglia S, Agolini E, Hansen L, Petäjä-Repo UE, Hintze J, Raymond KM, Liedtke K, Stanley V, Musaev D, Gleeson JG, Vitali C, O'Brien WT, Gardella E, Rubboli G, Rader DJ, Schjoldager KT, Møller RS.","Brain. 2020 Apr 1;143(4):1114-1126. doi: 10.1093/brain/awaa063.","Zilmer M","Brain","2020","2020/04/16","PMC7534148","","10.1093/brain/awaa063"
"24962355","RNA sequencing of creatine transporter (SLC6A8) deficient fibroblasts reveals impairment of the extracellular matrix","Nota B, Ndika JD, van de Kamp JM, Kanhai WA, van Dooren SJ, van de Wiel MA, Pals G, Salomons GS.","Hum Mutat. 2014 Sep;35(9):1128-35. doi: 10.1002/humu.22609. Epub 2014 Jul 15.","Nota B","Hum Mutat","2014","2014/06/26","","","10.1002/humu.22609"
"24567324","Structure-function elucidation of a new α-conotoxin, Lo1a, from Conus longurionis","Lebbe EK, Peigneur S, Maiti M, Devi P, Ravichandran S, Lescrinier E, Ulens C, Waelkens E, D'Souza L, Herdewijn P, Tytgat J.","J Biol Chem. 2014 Apr 4;289(14):9573-83. doi: 10.1074/jbc.M114.556175. Epub 2014 Feb 24.","Lebbe EK","J Biol Chem","2014","2014/02/26","PMC3975008","","10.1074/jbc.M114.556175"
"26260980","Structural Basis of Substrate Recognition by Aldehyde Dehydrogenase 7A1","Luo M, Tanner JJ.","Biochemistry. 2015 Sep 8;54(35):5513-22. doi: 10.1021/acs.biochem.5b00754. Epub 2015 Aug 19.","Luo M","Biochemistry","2015","2015/08/12","PMC4565128","","10.1021/acs.biochem.5b00754"
"33089527","Clinical and molecular characterization of adult patients with late-onset MTHFR deficiency","Marelli C, Lavigne C, Stepien KM, Janssen MCH, Feillet F, Kožich V, Jesina P, Schule R, Kessler C, Redonnet-Vernhet I, Regnier A, Burda P, Baumgartner M, Benoist JF, Huemer M, Mochel F; E-HOD Consortium.","J Inherit Metab Dis. 2021 May;44(3):777-786. doi: 10.1002/jimd.12323. Epub 2020 Nov 2.","Marelli C","J Inherit Metab Dis","2021","2020/10/22","","","10.1002/jimd.12323"
"27469509","A small molecule inhibitor of mutant IDH2 rescues cardiomyopathy in a D-2-hydroxyglutaric aciduria type II mouse model","Wang F, Travins J, Lin Z, Si Y, Chen Y, Powe J, Murray S, Zhu D, Artin E, Gross S, Santiago S, Steadman M, Kernytsky A, Straley K, Lu C, Pop A, Struys EA, Jansen EE, Salomons GS, David MD, Quivoron C, Penard-Lacronique V, Regan KS, Liu W, Dang L, Yang H, Silverman L, Agresta S, Dorsch M, Biller S, Yen K, Cang Y, Su SM, Jin S.","J Inherit Metab Dis. 2016 Nov;39(6):807-820. doi: 10.1007/s10545-016-9960-y. Epub 2016 Jul 28.","Wang F","J Inherit Metab Dis","2016","2016/07/30","PMC5065612","","10.1007/s10545-016-9960-y"
"28150739","Alterations in the carnitine cycle in a mouse model of Rett syndrome","Mucerino S, Di Salle A, Alessio N, Margarucci S, Nicolai R, Melone MA, Galderisi U, Peluso G.","Sci Rep. 2017 Feb 2;7:41824. doi: 10.1038/srep41824.","Mucerino S","Sci Rep","2017","2017/02/03","PMC5288798","","10.1038/srep41824"
"27648459","Mutation of orthologous prickle genes causes a similar epilepsy syndrome in flies and humans","Ehaideb SN, Wignall EA, Kasuya J, Evans WH, Iyengar A, Koerselman HL, Lilienthal AJ, Bassuk AG, Kitamoto T, Manak JR.","Ann Clin Transl Neurol. 2016 Aug 3;3(9):695-707. doi: 10.1002/acn3.334. eCollection 2016 Sep.","Ehaideb SN","Ann Clin Transl Neurol","2016","2016/09/21","PMC5018582","","10.1002/acn3.334"
"32376980","Phenotypic spectrum and transcriptomic profile associated with germline variants in TRAF7","Castilla-Vallmanya L, Selmer KK, Dimartino C, Rabionet R, Blanco-Sánchez B, Yang S, Reijnders MRF, van Essen AJ, Oufadem M, Vigeland MD, Stadheim B, Houge G, Cox H, Kingston H, Clayton-Smith J, Innis JW, Iascone M, Cereda A, Gabbiadini S, Chung WK, Sanders V, Charrow J, Bryant E, Millichap J, Vitobello A, Thauvin C, Mau-Them FT, Faivre L, Lesca G, Labalme A, Rougeot C, Chatron N, Sanlaville D, Christensen KM, Kirby A, Lewandowski R, Gannaway R, Aly M, Lehman A, Clarke L, Graul-Neumann L, Zweier C, Lessel D, Lozic B, Aukrust I, Peretz R, Stratton R, Smol T, Dieux-Coëslier A, Meira J, Wohler E, Sobreira N, Beaver EM, Heeley J, Briere LC, High FA, Sweetser DA, Walker MA, Keegan CE, Jayakar P, Shinawi M, Kerstjens-Frederikse WS, Earl DL, Siu VM, Reesor E, Yao T, Hegele RA, Vaske OM, Rego S; Undiagnosed Diseases Network, Care4Rare Canada Consortium, Shapiro KA, Wong B, Gambello MJ, McDonald M, Karlowicz D, Colombo R, Serretti A, Pais L, O'Donnell-Luria A, Wray A, Sadedin S, Chong B, Tan TY, Christodoulou J, White SM, Slavotinek A, Barbouth D, Morel Swols D, Parisot M, Bole-Feysot C, Nitschké P, Pingault V, Munnich A, Cho MT, Cormier-Daire V, Balcells S, Lyonnet S, Grinberg D, Amiel J, Urreizti R, et al.","Genet Med. 2020 Jul;22(7):1215-1226. doi: 10.1038/s41436-020-0792-7. Epub 2020 May 7.","Castilla-Vallmanya L","Genet Med","2020","2020/05/08","PMC8093014","NIHMS1691645","10.1038/s41436-020-0792-7"
"27066567","Mutation in PNKP presenting initially as axonal Charcot-Marie-Tooth disease","Pedroso JL, Rocha CR, Macedo-Souza LI, De Mario V, Marques W Jr, Barsottini OG, Bulle Oliveira AS, Menck CF, Kok F.","Neurol Genet. 2015 Oct 22;1(4):e30. doi: 10.1212/NXG.0000000000000030. eCollection 2015 Dec.","Pedroso JL","Neurol Genet","2015","2016/04/12","PMC4811384","","10.1212/NXG.0000000000000030"
"32639967","An Angelman syndrome substitution in the HECT E3 ubiquitin ligase C-terminal Lobe of E6AP affects protein stability and activity","Beasley SA, Kellum CE, Orlomoski RJ, Idrizi F, Spratt DE.","PLoS One. 2020 Jul 8;15(7):e0235925. doi: 10.1371/journal.pone.0235925. eCollection 2020.","Beasley SA","PLoS One","2020","2020/07/09","PMC7343168","","10.1371/journal.pone.0235925"
"28246328","Synaptic vesicle glycoprotein 2C (SV2C) modulates dopamine release and is disrupted in Parkinson disease","Dunn AR, Stout KA, Ozawa M, Lohr KM, Hoffman CA, Bernstein AI, Li Y, Wang M, Sgobio C, Sastry N, Cai H, Caudle WM, Miller GW.","Proc Natl Acad Sci U S A. 2017 Mar 14;114(11):E2253-E2262. doi: 10.1073/pnas.1616892114. Epub 2017 Feb 28.","Dunn AR","Proc Natl Acad Sci U S A","2017","2017/03/02","PMC5358362","","10.1073/pnas.1616892114"
"20011514","The acrylamide (S)-2 as a positive and negative modulator of Kv7 channels expressed in Xenopus laevis oocytes","Blom SM, Schmitt N, Jensen HS.","PLoS One. 2009 Dec 11;4(12):e8251. doi: 10.1371/journal.pone.0008251.","Blom SM","PLoS One","2009","2009/12/17","PMC2788219","","10.1371/journal.pone.0008251"
"34826216","Astrocyte Reactivity in a Mouse Model of SCN8A Epileptic Encephalopathy","Thompson JA, Miralles RM, Wengert ER, Wagley PK, Yu W, Wenker IC, Patel MK.","Epilepsia Open. 2021 Nov 26. doi: 10.1002/epi4.12564. Online ahead of print.","Thompson JA","Epilepsia Open","2021","2021/11/26","","","10.1002/epi4.12564"
"25037980","Mitochondrial myopathy, lactic acidosis, and sideroblastic anemia (MLASA) plus associated with a novel de novo mutation (m.8969G>A) in the mitochondrial encoded ATP6 gene","Burrage LC, Tang S, Wang J, Donti TR, Walkiewicz M, Luchak JM, Chen LC, Schmitt ES, Niu Z, Erana R, Hunter JV, Graham BH, Wong LJ, Scaglia F.","Mol Genet Metab. 2014 Nov;113(3):207-12. doi: 10.1016/j.ymgme.2014.06.004. Epub 2014 Jun 30.","Burrage LC","Mol Genet Metab","2014","2014/07/20","PMC4253070","NIHMS610993","10.1016/j.ymgme.2014.06.004"
"33910599","Deletion of a non-canonical regulatory sequence causes loss of Scn1a expression and epileptic phenotypes in mice","Haigh JL, Adhikari A, Copping NA, Stradleigh T, Wade AA, Catta-Preta R, Su-Feher L, Zdilar I, Morse S, Fenton TA, Nguyen A, Quintero D, Agezew S, Sramek M, Kreun EJ, Carter J, Gompers A, Lambert JT, Canales CP, Pennacchio LA, Visel A, Dickel DE, Silverman JL, Nord AS.","Genome Med. 2021 Apr 26;13(1):69. doi: 10.1186/s13073-021-00884-0.","Haigh JL","Genome Med","2021","2021/04/29","PMC8080386","","10.1186/s13073-021-00884-0"
"26395554","Mosaic parental germline mutations causing recurrent forms of malformations of cortical development","Zillhardt JL, Poirier K, Broix L, Lebrun N, Elmorjani A, Martinovic J, Saillour Y, Muraca G, Nectoux J, Bessieres B, Fallet-Bianco C, Lyonnet S, Dulac O, Odent S, Rejeb I, Ben Jemaa L, Rivier F, Pinson L, Geneviève D, Musizzano Y, Bigi N, Leboucq N, Giuliano F, Philip N, Vilain C, Van Bogaert P, Maurey H, Beldjord C, Artiguenave F, Boland A, Olaso R, Masson C, Nitschké P, Deleuze JF, Bahi-Buisson N, Chelly J.","Eur J Hum Genet. 2016 Apr;24(4):611-4. doi: 10.1038/ejhg.2015.192. Epub 2015 Sep 23.","Zillhardt JL","Eur J Hum Genet","2016","2015/09/24","PMC4929884","","10.1038/ejhg.2015.192"
"23278239","Mitochondrial localization of the forkhead box class O transcription factor FOXO3a in brain","Caballero-Caballero A, Engel T, Martinez-Villarreal J, Sanz-Rodriguez A, Chang P, Dunleavy M, Mooney CM, Jimenez-Mateos EM, Schindler CK, Henshall DC.","J Neurochem. 2013 Mar;124(6):749-56. doi: 10.1111/jnc.12133. Epub 2013 Jan 15.","Caballero-Caballero A","J Neurochem","2013","2013/01/03","","","10.1111/jnc.12133"
"32507763","Structural plasticity of the bilateral hippocampus in glioma patients","Yuan T, Ying J, Zuo Z, Gui S, Gao Z, Li G, Zhang Y, Li C.","Aging (Albany NY). 2020 Jun 5;12(11):10259-10274. doi: 10.18632/aging.103212. Epub 2020 Jun 5.","Yuan T","Aging (Albany NY)","2020","2020/06/09","PMC7346025","","10.18632/aging.103212"
"15571510","Abnormal cortical cells and astrocytomas in the Eker rat model of tuberous sclerosis complex","Takahashi DK, Dinday MT, Barbaro NM, Baraban SC.","Epilepsia. 2004 Dec;45(12):1525-30. doi: 10.1111/j.0013-9580.2004.23004.x.","Takahashi DK","Epilepsia","2004","2004/12/02","","","10.1111/j.0013-9580.2004.23004.x"
"26311765","TRPM2, a Susceptibility Gene for Bipolar Disorder, Regulates Glycogen Synthase Kinase-3 Activity in the Brain","Jang Y, Lee SH, Lee B, Jung S, Khalid A, Uchida K, Tominaga M, Jeon D, Oh U.","J Neurosci. 2015 Aug 26;35(34):11811-23. doi: 10.1523/JNEUROSCI.5251-14.2015.","Jang Y","J Neurosci","2015","2015/08/28","PMC6705460","","10.1523/JNEUROSCI.5251-14.2015"
"25550428","EvoTol: a protein-sequence based evolutionary intolerance framework for disease-gene prioritization","Rackham OJ, Shihab HA, Johnson MR, Petretto E.","Nucleic Acids Res. 2015 Mar 11;43(5):e33. doi: 10.1093/nar/gku1322. Epub 2014 Dec 29.","Rackham OJ","Nucleic Acids Res","2015","2015/01/01","PMC4357693","","10.1093/nar/gku1322"
"30587170","Perceptions of free will in obsessive-compulsive disorder: a quantitative analysis","van Oudheusden LJB, Draisma S, van der Salm S, Cath D, van Oppen P, van Balkom AJLM, Meynen G.","BMC Psychiatry. 2018 Dec 27;18(1):400. doi: 10.1186/s12888-018-1985-3.","van Oudheusden LJB","BMC Psychiatry","2018","2018/12/28","PMC6307295","","10.1186/s12888-018-1985-3"
"32888737","Initial treatment of seizures in children in an emergency department in rural Japan","Shiraki A, Yasui M, Kidokoro H, Kido S, Ando H, Takahashi Y, Natsume J.","Brain Dev. 2021 Feb;43(2):288-293. doi: 10.1016/j.braindev.2020.08.004. Epub 2020 Sep 2.","Shiraki A","Brain Dev","2021","2020/09/05","","","10.1016/j.braindev.2020.08.004"
"32901138","A relatively common homozygous TRAPPC4 splicing variant is associated with an early-infantile neurodegenerative syndrome","Ghosh SG, Scala M, Beetz C, Helman G, Stanley V, Yang X, Breuss MW, Mazaheri N, Selim L, Hadipour F, Pais L, Stutterd CA, Karageorgou V, Begtrup A, Crunk A, Juusola J, Willaert R, Flore LA, Kennelly K, Spencer C, Brown M, Trapane P, Hurst ACE, Lane Rutledge S, Goodloe DH, McDonald MT, Shashi V, Schoch K; Undiagnosed Diseases Network, Tomoum H, Zaitoun R, Hadipour Z, Galehdari H, Pagnamenta AT, Mojarrad M, Sedaghat A, Dias P, Quintas S, Eslahi A, Shariati G, Bauer P, Simons C, Houlden H, Issa MY, Zaki MS, Maroofian R, Gleeson JG.","Eur J Hum Genet. 2021 Feb;29(2):271-279. doi: 10.1038/s41431-020-00717-5. Epub 2020 Sep 8.","Ghosh SG","Eur J Hum Genet","2021","2020/09/09","PMC7868361","","10.1038/s41431-020-00717-5"
"34389651","Seizure Incidence Rates in Children and Adults With Familial Cerebral Cavernous Malformations","Fox CK, Nelson J, McCulloch CE, Weinsheimer S, Pawlikowska L, Hart B, Mabray M, Zafar A, Morrison L, Zabramski JM, Akers A, Kim H.","Neurology. 2021 Aug 13;97(12):e1210-6. doi: 10.1212/WNL.0000000000012569. Online ahead of print.","Fox CK","Neurology","2021","2021/08/14","PMC8480481","","10.1212/WNL.0000000000012569"
"31505689","Congenital Lymphatic Malformation and Aortic Aneurysm in a Patient with TSC2 Mutation","Wiemer-Kruel A, Mayer H, Ewert P, Martinoff S, Eckstein HH, Kriebel T, Bissler J, Franz D, Bast T.","Neuropediatrics. 2020 Feb;51(1):57-61. doi: 10.1055/s-0039-1694985. Epub 2019 Sep 10.","Wiemer-Kruel A","Neuropediatrics","2020","2019/09/11","","","10.1055/s-0039-1694985"
